no_cidade,nome_da_nidade,gid,valor,taxa
"Deodápolis","Deodápolis","9797","2","2"
"Chopinzinho","Chopinzinho","5808","3","3"
"Beneditinos","Beneditinos","6917","4","4"
"Guarapuava","Guarapuava","5868","2","2"
"São João do Polêsine","São João do Polêsine","9660","0","0"
"Bocaina","Bocaina","8347","1","1"
"Baianópolis","Baianópolis","7792","2","2"
"Carinhanha","Carinhanha","7850","2","2"
"Santana do Itararé","Santana do Itararé","6064","0","0"
"Ibirá","Ibirá","8493","1","1"
"Tarauacá","Tarauacá","6889","9","9"
"Coqueiro Baixo","Coqueiro Baixo","9386","0","0"
"Dona Inês","Dona Inês","6671","2","2"
"Satubinha","Satubinha","9249","2","2"
"Ibimirim","Ibimirim","9920","2","2"
"Florânia","Florânia","6470","0","0"
"Sobradinho","Sobradinho","8141","5","5"
"Monte Alegre de Minas","Monte Alegre de Minas","10705","1","1"
"São Vicente","São Vicente","8840","8","8"
"Santana de Mangueira","Santana de Mangueira","6766","1","1"
"Pedrão","Pedrão","8057","1","1"
"Carmo do Rio Claro","Carmo do Rio Claro","10367","0","0"
"Almas","Almas","8919","0","0"
"Brejo do Cruz","Brejo do Cruz","6632","2","2"
"Santa Rita de Jacutinga","Santa Rita de Jacutinga","10902","0","0"
"Doverlândia","Doverlândia","7520","2","2"
"Macedônia","Macedônia","8588","0","0"
"Paramoti","Paramoti","7251","2","2"
"Entre Folhas","Entre Folhas","10478","2","2"
"Várzea Grande","Várzea Grande","7434","15","15"
"São João do Oriente","São João do Oriente","10944","0","0"
"São Sebastião da Bela Vista","São Sebastião da Bela Vista","10966","0","0"
"Limoeiro do Norte","Limoeiro do Norte","7217","5","5"
"Vicência","Vicência","10030","4","4"
"Jupiá","Jupiá","6271","0","0"
"Junqueirópolis","Junqueirópolis","8565","2","2"
"Ceará-Mirim","Ceará-Mirim","6456","7","7"
"Caracaraí","Caracaraí","10202","2","2"
"Ibiraci","Ibiraci","10548","0","0"
"Brotas de Macaúbas","Brotas de Macaúbas","7817","3","3"
"Buerarema","Buerarema","7819","1","1"
"Osasco","Osasco","8658","10","10"
"Campo Formoso","Campo Formoso","7835","5","5"
"Esplanada","Esplanada","7887","5","5"
"Manoel Viana","Manoel Viana","9512","0","0"
"Aparecida do Taboado","Aparecida do Taboado","9776","4","4"
"Axixá do Tocantins","Axixá do Tocantins","8934","2","2"
"Querência do Norte","Querência do Norte","6025","0","0"
"Lambari D'Oeste","Lambari D'Oeste","7361","1","1"
"São Bentinho","São Bentinho","6773","2","2"
"Teixeira de Freitas","Teixeira de Freitas","8149","13","13"
"Neves Paulista","Neves Paulista","8635","0","0"
"Cocal dos Alves","Cocal dos Alves","6950","0","0"
"Álvares Machado","Álvares Machado","8286","2","2"
"Uniflor","Uniflor","6122","0","0"
"Jaguaraçu","Jaguaraçu","10606","0","0"
"Mairipotaba","Mairipotaba","7576","1","1"
"Barra Longa","Barra Longa","10273","1","1"
"Iguatemi","Iguatemi","9806","1","1"
"São João da Lagoa","São João da Lagoa","10937","1","1"
"Enéas Marques","Enéas Marques","5835","0","0"
"Cruz Alta","Cruz Alta","9396","7","7"
"Novo Gama","Novo Gama","7607","2","2"
"Lucélia","Lucélia","8580","0","0"
"Virgem da Lapa","Virgem da Lapa","11058","2","2"
"Francisco Sá","Francisco Sá","10508","1","1"
"Barra do Rio Azul","Barra do Rio Azul","9310","1","1"
"Olho d'Água das Flores","Olho d'Água das Flores","10093","2","2"
"Igarapé do Meio","Igarapé do Meio","9142","5","5"
"Moita Bonita","Moita Bonita","7725","1","1"
"Santana do São Francisco","Santana do São Francisco","7749","1","1"
"Gastão Vidigal","Gastão Vidigal","8462","0","0"
"Pacaraima","Pacaraima","10207","4","4"
"Coronel Murta","Coronel Murta","10425","1","1"
"Paranapoema","Paranapoema","5987","1","1"
"Maximiliano de Almeida","Maximiliano de Almeida","9524","1","1"
"Lidianópolis","Lidianópolis","5920","0","0"
"Telêmaco Borba","Telêmaco Borba","6106","2","2"
"Águas de São Pedro","Águas de São Pedro","8277","1","1"
"Venâncio Aires","Venâncio Aires","9751","7","7"
"Edealina","Edealina","7521","1","1"
"Conselheiro Mairinck","Conselheiro Mairinck","5815","0","0"
"Cocalinho","Cocalinho","7330","0","0"
"Santa Quitéria","Santa Quitéria","7275","1","1"
"Capela","Capela","7698","3","3"
"Inúbia Paulista","Inúbia Paulista","8509","0","0"
"Foz do Iguaçu","Foz do Iguaçu","5852","8","8"
"Novo Jardim","Novo Jardim","9002","1","1"
"Adolfo","Adolfo","8272","1","1"
"Lajeado","Lajeado","8983","0","0"
"Nova Xavantina","Nova Xavantina","7380","1","1"
"Capitão Andrade","Capitão Andrade","10349","0","0"
"Jaú do Tocantins","Jaú do Tocantins","8979","1","1"
"São Luís Gonzaga do Maranhão","São Luís Gonzaga do Maranhão","9241","0","0"
"Gaurama","Gaurama","9448","0","0"
"Cordilheira Alta","Cordilheira Alta","6202","0","0"
"Cachoeira dos Índios","Cachoeira dos Índios","6637","1","1"
"Esperança","Esperança","6674","2","2"
"Antas","Antas","7780","1","1"
"Itueta","Itueta","10597","1","1"
"Lagoão","Lagoão","9500","1","1"
"Tocos do Moji","Tocos do Moji","11021","0","0"
"Cabedelo","Cabedelo","6636","3","3"
"Bandeirante","Bandeirante","6162","0","0"
"Mojuí dos Campos","Mojuí dos Campos","5647","0","0"
"Santa Helena","Santa Helena","6056","0","0"
"Cachoeira da Prata","Cachoeira da Prata","10316","0","0"
"São Desidério","São Desidério","8113","0","0"
"Seabra","Seabra","8129","7","7"
"São Francisco do Maranhão","São Francisco do Maranhão","9232","0","0"
"Holambra","Holambra","8487","2","2"
"Mirassol d'Oeste","Mirassol d'Oeste","7367","3","3"
"Piranhas","Piranhas","10109","2","2"
"Monte Santo de Minas","Monte Santo de Minas","10710","2","2"
"Novo Cruzeiro","Novo Cruzeiro","10737","4","4"
"Arandu","Arandu","8305","0","0"
"Pintópolis","Pintópolis","10803","0","0"
"Granja","Granja","7179","8","8"
"Palestina do Pará","Palestina do Pará","5661","1","1"
"Vassouras","Vassouras","8269","1","1"
"Bom Jesus","Bom Jesus","6626","1","1"
"Caruaru","Caruaru","9892","9","9"
"Rodolfo Fernandes","Rodolfo Fernandes","6547","1","1"
"Cerquilho","Cerquilho","8401","2","2"
"Alto Alegre dos Parecis","Alto Alegre dos Parecis","6843","1","1"
"Tangará","Tangará","6581","3","3"
"Alfredo Wagner","Alfredo Wagner","6141","0","0"
"Campo do Tenente","Campo do Tenente","5791","0","0"
"Balneário Gaivota","Balneário Gaivota","6161","1","1"
"Muniz Freire","Muniz Freire","11115","2","2"
"São Felipe","São Felipe","8117","0","0"
"Ouro Branco","Ouro Branco","10097","1","1"
"Guaratuba","Guaratuba","5870","2","2"
"Betim","Betim","10283","31","31"
"Pinhão","Pinhão","7737","0","0"
"Umburatiba","Umburatiba","11036","0","0"
"Estrela","Estrela","9430","3","3"
"Alvorada","Alvorada","8920","0","0"
"Belo Jardim","Belo Jardim","9866","6","6"
"Carutapera","Carutapera","9105","0","0"
"Cumari","Cumari","7515","0","0"
"Monte Formoso","Monte Formoso","10709","0","0"
"Pirassununga","Pirassununga","8710","6","6"
"Charqueadas","Charqueadas","9375","1","1"
"São Gonçalo do Rio Preto","São Gonçalo do Rio Preto","10495","0","0"
"São Domingos das Dores","São Domingos das Dores","10921","1","1"
"Guaranésia","Guaranésia","10533","1","1"
"Rochedo","Rochedo","9836","0","0"
"São Domingos","São Domingos","7753","0","0"
"Entre Rios de Minas","Entre Rios de Minas","10479","0","0"
"Guajará-Mirim","Guajará-Mirim","6827","1","1"
"Santo Antônio das Missões","Santo Antônio das Missões","9648","0","0"
"Arroio Grande","Arroio Grande","9297","2","2"
"Flor da Serra do Sul","Flor da Serra do Sul","5847","0","0"
"Breves","Breves","5601","15","15"
"São Valério do Sul","São Valério do Sul","9687","1","1"
"Arapuã","Arapuã","5753","0","0"
"Santa Maria do Pará","Santa Maria do Pará","5685","1","1"
"Monte Alegre dos Campos","Monte Alegre dos Campos","9528","0","0"
"Itapipoca","Itapipoca","7203","23","23"
"Dores de Guanhães","Dores de Guanhães","10469","1","1"
"Presidente Prudente","Presidente Prudente","8735","7","7"
"Novo Repartimento","Novo Repartimento","5654","0","0"
"Espírito Santo do Dourado","Espírito Santo do Dourado","10484","0","0"
"São Bento do Norte","São Bento do Norte","6554","2","2"
"Catas Altas da Noruega","Catas Altas da Noruega","10379","0","0"
"Mário Campos","Mário Campos","10674","0","0"
"Campinaçu","Campinaçu","7491","1","1"
"Castro Alves","Castro Alves","7852","2","2"
"Taquaraçu de Minas","Taquaraçu de Minas","11013","0","0"
"Anapurus","Anapurus","9067","4","4"
"Marcação","Marcação","6707","1","1"
"Vermelho Novo","Vermelho Novo","11053","0","0"
"Fontoura Xavier","Fontoura Xavier","9441","1","1"
"Ressaquinha","Ressaquinha","10845","2","2"
"Manhuaçu","Manhuaçu","10666","3","3"
"Patrocínio Paulista","Patrocínio Paulista","8679","2","2"
"Nova Ubiratã","Nova Ubiratã","7379","1","1"
"Iaçu","Iaçu","7907","2","2"
"Aramari","Aramari","7788","0","0"
"Campos dos Goytacazes","Campos dos Goytacazes","8195","13","13"
"São João do Oeste","São João do Oeste","6376","0","0"
"São João do Cariri","São João do Cariri","6777","0","0"
"Funilândia","Funilândia","10517","0","0"
"Nova Alvorada","Nova Alvorada","9542","0","0"
"Capim Branco","Capim Branco","10347","0","0"
"Rorainópolis","Rorainópolis","10208","6","6"
"Nova Fátima","Nova Fátima","8037","1","1"
"Coroaci","Coroaci","10422","0","0"
"Selbach","Selbach","9696","0","0"
"Carbonita","Carbonita","10358","1","1"
"Itu","Itu","8543","3","3"
"Candeias","Candeias","7840","2","2"
"Indaiatuba","Indaiatuba","8506","3","3"
"Canudos do Vale","Canudos do Vale","9352","0","0"
"Santa Fé","Santa Fé","6055","1","1"
"São Gabriel","São Gabriel","9657","3","3"
"Serrolândia","Serrolândia","8137","1","1"
"Santana","Santana","5731","3","3"
"Gravataí","Gravataí","9457","5","5"
"Batalha","Batalha","6914","6","6"
"Santana da Vargem","Santana da Vargem","10891","1","1"
"Sapucaí-Mirim","Sapucaí-Mirim","10978","1","1"
"Baixio","Baixio","7136","1","1"
"Santo André","Santo André","8805","6","6"
"Pedrinópolis","Pedrinópolis","10786","0","0"
"Paranã","Paranã","9007","0","0"
"Populina","Populina","8722","0","0"
"Rio Branco do Sul","Rio Branco do Sul","6042","1","1"
"Três Corações","Três Corações","11024","5","5"
"Cachoeira de Goiás","Cachoeira de Goiás","7484","0","0"
"Iúna","Iúna","11102","2","2"
"Witmarsum","Witmarsum","6422","0","0"
"Josenópolis","Josenópolis","10628","0","0"
"Lourdes","Lourdes","8578","1","1"
"Campo Bom","Campo Bom","9343","3","3"
"Loreto","Loreto","9161","1","1"
"São Luís do Curu","São Luís do Curu","7279","1","1"
"Olinda Nova do Maranhão","Olinda Nova do Maranhão","9183","4","4"
"Vitória da Conquista","Vitória da Conquista","8174","3","3"
"Rio do Oeste","Rio do Oeste","6348","1","1"
"Reserva do Iguaçu","Reserva do Iguaçu","6035","0","0"
"Monte Alegre de Goiás","Monte Alegre de Goiás","7586","0","0"
"Resende Costa","Resende Costa","10843","1","1"
"Monte Carlo","Monte Carlo","6297","0","0"
"Giruá","Giruá","9452","4","4"
"Castelo","Castelo","11082","0","0"
"Boa Esperança","Boa Esperança","10287","1","1"
"Primavera do Leste","Primavera do Leste","7399","6","6"
"Januário Cicco","Januário Cicco","6486","2","2"
"Rubelita","Rubelita","10868","2","2"
"Montividiu","Montividiu","7588","1","1"
"Janduís","Janduís","6485","1","1"
"São Miguel do Tapuio","São Miguel do Tapuio","7095","4","4"
"Amparo","Amparo","8292","4","4"
"Cambará do Sul","Cambará do Sul","9339","0","0"
"Medicilândia","Medicilândia","5643","4","4"
"Engenho Velho","Engenho Velho","9415","0","0"
"Catuípe","Catuípe","9366","0","0"
"Anchieta","Anchieta","6143","2","2"
"Itambacuri","Itambacuri","10582","3","3"
"Santa Rita do Trivelato","Santa Rita do Trivelato","7417","2","2"
"Fazenda Rio Grande","Fazenda Rio Grande","5842","4","4"
"Itacambira","Itacambira","10575","0","0"
"Flores de Goiás","Flores de Goiás","7527","3","3"
"Sítio Novo do Tocantins","Sítio Novo do Tocantins","9043","1","1"
"Assunção do Piauí","Assunção do Piauí","6907","2","2"
"Toledo","Toledo","6112","5","5"
"Ibitiúra de Minas","Ibitiúra de Minas","10550","0","0"
"São Vicente de Minas","São Vicente de Minas","10977","0","0"
"Viamão","Viamão","9756","1","1"
"São João do Jaguaribe","São João do Jaguaribe","7278","2","2"
"Jacinto Machado","Jacinto Machado","6264","0","0"
"Ibiapina","Ibiapina","7188","2","2"
"Peçanha","Peçanha","10778","0","0"
"Rio Preto da Eva","Rio Preto da Eva","10183","5","5"
"Retirolândia","Retirolândia","8083","4","4"
"Florestópolis","Florestópolis","5849","0","0"
"Bragança","Bragança","5597","18","18"
"Novo Alegre","Novo Alegre","9001","2","2"
"Nova Luzitânia","Nova Luzitânia","8647","1","1"
"Liberato Salzano","Liberato Salzano","9506","1","1"
"Barra do Jacaré","Barra do Jacaré","5765","0","0"
"Bujaru","Bujaru","5602","6","6"
"Uiramutã","Uiramutã","10211","5","5"
"Guararapes","Guararapes","8477","0","0"
"Itapaci","Itapaci","7559","3","3"
"Dirceu Arcoverde","Dirceu Arcoverde","6964","1","1"
"Engenheiro Caldas","Engenheiro Caldas","10476","1","1"
"Timóteo","Timóteo","11017","6","6"
"Porto Murtinho","Porto Murtinho","9831","3","3"
"Sandolândia","Sandolândia","9029","1","1"
"Grajaú","Grajaú","9138","4","4"
"Quedas do Iguaçu","Quedas do Iguaçu","6024","6","6"
"Nova Erechim","Nova Erechim","6302","0","0"
"Ângulo","Ângulo","5747","1","1"
"Redentora","Redentora","9611","1","1"
"Belo Monte","Belo Monte","10041","1","1"
"Pedra","Pedra","9970","7","7"
"Santa Cruz do Xingu","Santa Cruz do Xingu","7415","1","1"
"Feliz Deserto","Feliz Deserto","10062","1","1"
"Assis Chateaubriand","Assis Chateaubriand","5758","2","2"
"Erval Grande","Erval Grande","9422","0","0"
"Sales Oliveira","Sales Oliveira","8774","2","2"
"Piumhi","Piumhi","10813","0","0"
"Ribeirão Pires","Ribeirão Pires","8757","4","4"
"Itapecuru Mirim","Itapecuru Mirim","9146","1","1"
"Cajazeirinhas","Cajazeirinhas","6643","1","1"
"Cajueiro da Praia","Cajueiro da Praia","6932","0","0"
"Teresina","Teresina","7107","50","50"
"Santa Rita do Tocantins","Santa Rita do Tocantins","9032","1","1"
"Júlio Borges","Júlio Borges","7001","1","1"
"Barão de Melgaço","Barão de Melgaço","7314","0","0"
"Santo Antônio do Caiuá","Santo Antônio do Caiuá","6068","0","0"
"Itagibá","Itagibá","7942","0","0"
"Turvânia","Turvânia","7675","0","0"
"Teresina de Goiás","Teresina de Goiás","7670","2","2"
"Chiapetta","Chiapetta","9377","1","1"
"Leópolis","Leópolis","5919","0","0"
"Mirangaba","Mirangaba","8019","4","4"
"Clementina","Clementina","8404","0","0"
"Itatim","Itatim","7960","1","1"
"Valparaíso de Goiás","Valparaíso de Goiás","7681","12","12"
"Crixás do Tocantins","Crixás do Tocantins","8958","0","0"
"Turiaçu","Turiaçu","9262","1","1"
"Bom Jesus","Bom Jesus","6922","3","3"
"Serra do Salitre","Serra do Salitre","10996","0","0"
"Ererê","Ererê","7170","3","3"
"Cotriguaçu","Cotriguaçu","7336","2","2"
"São Domingos","São Domingos","7654","1","1"
"Pequeri","Pequeri","10789","0","0"
"Virgolândia","Virgolândia","11061","1","1"
"Areia Branca","Areia Branca","6438","2","2"
"Guanambi","Guanambi","7904","6","6"
"Capitão","Capitão","9359","0","0"
"Areiópolis","Areiópolis","8312","2","2"
"Bonópolis","Bonópolis","7476","1","1"
"Ajuricaba","Ajuricaba","9275","1","1"
"Montes Altos","Montes Altos","9176","2","2"
"Horizonte","Horizonte","7186","8","8"
"Aveiro","Aveiro","5587","1","1"
"Ipubi","Ipubi","9927","5","5"
"Morungaba","Morungaba","8628","2","2"
"Pau dos Ferros","Pau dos Ferros","6530","3","3"
"Munhoz","Munhoz","10717","1","1"
"Vila Velha","Vila Velha","11141","7","7"
"Paty do Alferes","Paty do Alferes","8232","2","2"
"Alenquer","Alenquer","5579","7","7"
"Planalto Alegre","Planalto Alegre","6331","0","0"
"Serra Grande","Serra Grande","6797","1","1"
"Bonito","Bonito","7812","1","1"
"Nova Lacerda","Nova Lacerda","7373","0","0"
"Porto dos Gaúchos","Porto dos Gaúchos","7395","1","1"
"Rebouças","Rebouças","6032","0","0"
"Tanque do Piauí","Tanque do Piauí","7106","1","1"
"Gurinhém","Gurinhém","6679","3","3"
"Jaramataia","Jaramataia","10072","0","0"
"Itambé","Itambé","5891","1","1"
"Nova Olinda","Nova Olinda","8998","1","1"
"Guaíra","Guaíra","5861","3","3"
"São João de Meriti","São João de Meriti","8253","15","15"
"Ipuã","Ipuã","8515","2","2"
"Cajazeiras","Cajazeiras","6642","5","5"
"Santo Hipólito","Santo Hipólito","10917","1","1"
"Terra de Areia","Terra de Areia","9718","0","0"
"Itambé do Mato Dentro","Itambé do Mato Dentro","10583","0","0"
"Nazaré","Nazaré","8997","0","0"
"Pindoba","Pindoba","10108","0","0"
"Wall Ferraz","Wall Ferraz","7115","0","0"
"Altamira","Altamira","5581","2","2"
"Panambi","Panambi","9568","3","3"
"Carira","Carira","7699","0","0"
"Missal","Missal","5956","0","0"
"Barra de São Miguel","Barra de São Miguel","6619","1","1"
"Campo Largo do Piauí","Campo Largo do Piauí","6937","3","3"
"Capitão Poço","Capitão Poço","5608","4","4"
"Braço do Norte","Braço do Norte","6177","4","4"
"São Paulo do Potengi","São Paulo do Potengi","6565","2","2"
"Juramento","Juramento","10632","1","1"
"Benjamin Constant do Sul","Benjamin Constant do Sul","9313","1","1"
"Boqueirão do Piauí","Boqueirão do Piauí","6925","0","0"
"Rio Acima","Rio Acima","10850","1","1"
"Laurentino","Laurentino","6276","1","1"
"Itabuna","Itabuna","7938","1","1"
"Rio Pardo de Minas","Rio Pardo de Minas","10858","3","3"
"Santa Terezinha do Tocantins","Santa Terezinha do Tocantins","9035","1","1"
"Taguaí","Taguaí","8861","1","1"
"Trairão","Trairão","5709","4","4"
"Aramina","Aramina","8304","0","0"
"Ponte Alta do Tocantins","Ponte Alta do Tocantins","9017","0","0"
"Porto Rico do Maranhão","Porto Rico do Maranhão","9203","1","1"
"Beruri","Beruri","10145","3","3"
"Martins Soares","Martins Soares","10679","2","2"
"Taciba","Taciba","8860","1","1"
"Barra do Quaraí","Barra do Quaraí","9308","0","0"
"Itamaraju","Itamaraju","7947","4","4"
"Canaã","Canaã","10338","0","0"
"Governador Archer","Governador Archer","9131","2","2"
"Marco","Marco","7221","1","1"
"Carnaubal","Carnaubal","7155","4","4"
"Paratinga","Paratinga","8052","5","5"
"Ferros","Ferros","10499","1","1"
"Concórdia do Pará","Concórdia do Pará","5613","1","1"
"Rodrigues Alves","Rodrigues Alves","6885","3","3"
"Carambeí","Carambeí","5800","2","2"
"Caraúbas do Piauí","Caraúbas do Piauí","6944","0","0"
"Camalaú","Camalaú","6645","1","1"
"Buritis","Buritis","6845","2","2"
"Pindorama do Tocantins","Pindorama do Tocantins","9013","1","1"
"Jacuizinho","Jacuizinho","9491","0","0"
"Carmo do Rio Verde","Carmo do Rio Verde","7497","2","2"
"Timon","Timon","9258","18","18"
"Vila Nova do Piauí","Vila Nova do Piauí","7114","2","2"
"Capela","Capela","10050","6","6"
"Campos de Júlio","Campos de Júlio","7323","1","1"
"Ibitirama","Ibitirama","11096","0","0"
"União da Vitória","União da Vitória","6121","6","6"
"Capitão Leônidas Marques","Capitão Leônidas Marques","5799","2","2"
"Capistrano","Capistrano","7150","3","3"
"Amargosa","Amargosa","7772","1","1"
"Bom Jardim","Bom Jardim","9871","0","0"
"São Domingos do Azeitão","São Domingos do Azeitão","9228","0","0"
"Mata Grande","Mata Grande","10086","3","3"
"Fortaleza dos Nogueiras","Fortaleza dos Nogueiras","9127","1","1"
"Barreirinhas","Barreirinhas","9081","4","4"
"Ribeira do Amparo","Ribeira do Amparo","8087","2","2"
"Serra Negra do Norte","Serra Negra do Norte","6574","1","1"
"Central do Maranhão","Central do Maranhão","9108","1","1"
"Juazeiro do Norte","Juazeiro do Norte","7214","18","18"
"Barra Mansa","Barra Mansa","8186","11","11"
"Novo Santo Antônio","Novo Santo Antônio","7386","1","1"
"Biguaçu","Biguaçu","6168","3","3"
